,Job_Role,Company,Location,Job Experience,Skills,Job_Description
1296,Software Engineer - Data Governance Team,Alation,Chennai,4-8,"Java, Git, Product Design, Restful Api, Computer Science, User Experience, Big Data, Software Engineer",You should have: . Have a degree in Computer Science or equivalent work experience . Ha...
1297,O & M Data Analytics Engineer,Cleantech Solar,New Delhi,2-3,"Analytical skills, Data analysis, Interpersonal skills, Head Business Development, data science, Data analytics, big data, Supervision",Engineering Graduate with a BTech / BE (IT & CSE preferred) or a Masters in Data Scienc...
1298,Cloud Data Associate Engineer,Anicalls,Noida,5-9,"Monitoring tools, Cloud, Programming, Informatica, Teradata, big data, Data warehousing, Analytics","Proficient in programming languages (Python, Java, etc.)Proficient in integrating struc..."
1299,Snowflake Data Engineer,Tech Mahindra,Hybrid - Bangalore/Bengaluru,4-8,"snowflake, Pyspark, Azure Cloud, Data Bricks, Python, Snowflake Db, Bricks, Microsoft Azure",Urgent hiring for Snowflake Data Engineer_TechMahindra_Bangalore_Exp_5+Years_HibridMode...
1300,"Lead Engineer - 2,Data Analyst",Pepsi Foods,Hyderabad/Secunderabad,6-7,"IT services, Supply chain, Business objects, Data analysis, SAP, Manager Quality Assurance, Agile, Data quality","Experience in developing BI solutions and managing Data, BI or Analytics projects . 6-7..."
1301,Sr. Application Support Engineer,Data Axle Solutions,Pune,5-7,"Application support, Automation, Interpersonal skills, XML, Ab Initio, Windows, big data, Unix shell scripting",". Ability to work in a complex, dynamic team environment with minimal supervision and p..."
1302,Data Engineering Manager - Semantics,Novartis,Hyderabad/Secunderabad,7-10,"Computer science, Quality standards, Data modeling, Master data management, Pharma, Business analytics, Agile methodology, data mapping",Essential Requirements: Education: (minimum / desirable): PhD / Master s in Information...
1303,Data Engineer,Inferenz Tech,Ahmedabad,2-4,"Hive, Power Bi, Amazon Redshift, Hadoop, Data Warehouse, Spark, Data Warehousing, Data Analytics","snowflake, Vertica, amazon redshift . Good to have knowledge of Spark, Pyspark, Hadoop,..."
1304,"Data Analyst, Support engineer,",Bizinnovativ Software,"Gurgaon/ Gurugram, Haryana",1-3,"sql, unix shell scripting, shell scripting, hadoop, unix, hive, python, datastage",Experience: 1+ years .
1305,Data QA Engineer,Diverse Lynx,Pune,2-6,"IT Skills, Testing, hive, Test case execution, Test strategy, spark, Test scenarios, Performance optimization",Must have worked on testing in data engineering and performance optimization for at lea...
1306,Azure Data Engg,Diverse Lynx,Kolkata,4-6,"IT Skills, Python, Azure, Unix, hive, spark, microsoft azure, Azure Data Factory","Azure Data Engg Azure Databricks, Azure Data Factory, Hive, Spark and Python Unix, Pysp..."
1307,Data Bigdata Engineer,Anicalls,Noida,5-7,"MS SQL, NoSQL, Oracle SQL, Relationship, Hadoop, Cloud, splunk, JSON","Experience with BigData / Hadoop/Spark Experience in NoSQL data stores development, lik..."
1308,Data Scientist / Prompt Engineer,Avyayveda Consultancy Services,"Hyderabad/Secunderabad, Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru",4-9,"Prompt Engineer, Artificial Intelligence, data scientist, Natural Language Processing, LLM, Machine Learning, Data Science, NLP",. Bachelors degree in computer science or related field4 years of experience in large l...
1309,Lead Data Engineer,Siemens,Bangalore/Bengaluru,0-9,"DTS, NoSQL, Data modeling, XML, Consulting, Bim, Siemens, MongoDB","Expert in Data modelling, high level architecture designs and concepts with 2-7 years o..."
1310,Data Engineer,Bigbasket,Bangalore/Bengaluru,0-3,"Web services, GCP, TDD, Postgresql, Machine learning, SCALA, Programming, Monitoring",Should be able to write maintainable code via TDD / BDD principlesGood communication sk...
1311,Senior Hadoop Developer - AWS / Azure,Welink,"Gurgaon/Gurugram, Delhi",6-10,"Hadoop Development, Java, Azure, Scala, Kafka, Big Data, Hive, GCP",6 yrs to 10 yrs of experience as Software Developer mandatory. - Experience working in ...
1312,Pyspark AWS Data Enigneer,Saama Technologies,Pune,2-12,"Computer science, NoSQL, spark, Cloud Services, Analytical, Informatica, big data, AWS","2 years of experience with AWS cloud services: S3, EC2, . . EMR, . . RDS, Redshift, . 1..."
1313,Data Science Specialist,Accenture,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-4,"Product management, Change management, Consulting, Machine learning, Python, Business process, Artificial Intelligence, Natural language processing",Must Have Knowledge of statistical techniques and machine learning algorithms Hands-on ...
1314,Bigdata- AWS Developer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10,"Keras, HDFS, Bigdata, TensorFlow, Redis, Pandas, Hadoop, Kafka",Responsible for setting up the AWS environment for integrating with internal and extern...
1315,Data Specialist,Brillio,Bangalore/Bengaluru,4-7,"Cloud computing, Product engineering, GCP, Artificial Intelligence, Cloud, Customer experience, Apache, big data",Java Apache Beam experience preferred) . Python . Apache Airflow . SQL (BigQuery prefer...
1316,Data Analytics - Associate,Deutsche Bank,"Hybrid - Jaipur, Rajasthan",5-9,"tableau, data analytics, SQL, Big Data Analytics, Data Visualization, Data, Analytics, Big Data",Ensure requirements meet minimum standards for acceptance Some competence with visualis...
1317,Data Project Manager,Fusion Plus Solutions,Hyderabad/Secunderabad,5-9,"Staffing, Project management, Agile, data visualization, Business intelligence, Data mining, big data, Risk management",Ensure that projects are delivered in line with TechM processes and methodologiesExperi...
1318,Principal Data Engineering Architect @ Bangalore,Brainsearch Consulting,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru(Whitefield)",9-14,"storage architecture, Data Warehousing Architect, data modeling, Data Engineering Architect, solutions architecture, Business Intelligence, product analysts, leading architecture",- Expertise in data warehouse modeling & implementation - Deep knowledge exp in Data Ar...
1319,Application Developer,Appizion Consulting & Solutions,"Hyderabad, Bengaluru",1-3,"cloudera, hive, SAP, Hadoop, big data, application development, application, data",View Job Welcome to Appizion JOB OVERVIEW Position ID AD - 02 Job Title Application Dev...
1320,Strategic Data Management,Bodhtree,Hyderabad/Secunderabad,2-7,"IT services, ITSM, Hadoop, Cloud, Teradata, big data, ITIL, Recruitment","• Demonstrable knowledge of ITIL • Teradata, Hadoop, and other Big data technologies, D..."
1321,Artificial Intelligence Data Engine,Anicalls,Hyderabad/Secunderabad,5-12,"Automation, Software design, Artificial Intelligence, Machine learning, IT infrastructure, Agile, Programming, big data",Advanced scripting programming knowledge like Python or R . Familiarity with Department...
1322,SAP Data Hub Consultant,Vupico,Hyderabad/Secunderabad,4-9,"metadata, orchestration, Machine learning, Hadoop, SAP BW, Data structures, Workflow, Deployment",Excellent written and verbal communication skills . Should have best ways to handle cli...
1323,Principal Architect Data Engineering,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,13-17,"Computer science, Agile, Engineering Manager, OLAP, Informatica, Teradata, Open source, Data mining","Database Technologies: Teradata, Netezza, Redshift, snowflake, Databricks . Good implem..."
1324,Cloud Data Analytics,Anicalls,Hyderabad/Secunderabad,5-9,"Monitoring tools, Cloud, Programming, Data analytics, Informatica, Teradata, big data, Data warehousing","Proficient in programming languages (Python, Java, etc.)Proficient in integrating struc..."
1325,Data Analyst_Hyderabad,Arise Global Services Private Limited,Hyderabad/Secunderabad,3-5,"hive, data analytics, data management, Digital Marketing, hadoop, management, digital, data","Job Description: We are looking for Data Analyst to bring big data, marketing analytics..."
1326,ETL with Azure Data Requirement,Fusion Plus Solutions,Hyderabad/Secunderabad,3-6,"SQL queries, data services, Debugging, Cloud, Database, Stored procedures, big data, Data warehousing","Strong work experience with Azure data factory (ADF), Data Flow and Azure Data Bricks E..."
1327,Data Modeler,Fusion Plus Solutions,Hyderabad/Secunderabad,4-10,"hive, cloudera, metadata, Translation, Data modeling, Relationship, Database, Troubleshooting",Analyzing and translating business needs into long-term solution data models in Oil Gas...
1328,Data Analytics/Bigdata,Anicalls,Hyderabad/Secunderabad,5-7,"MS SQL, NoSQL, Oracle SQL, Relationship, Hadoop, splunk, Data analytics, JSON","Experience with BigData / Hadoop/Spark Experience in NoSQL data stores development, lik..."
1329,Advisory-Management-P Data Scientist,KPMG,Gurgaon/Gurugram,2-5,"Statistical modeling, data science, Analytical, Machine learning, Deployment, data visualization, Data mining, Solution delivery",One 3 years (at least) regular course is must either Diploma or Graduation. Experience ...
1330,Data Architect,ITC Infotech,Bangalore/Bengaluru,15-20,"hive, kubernetes, data management, technical, ci/cd, azure devops, sql, docker",Combine raw information from different sources. Good understanding of Dimensional model...
1331,Hiring For Bigdata Engineer_HYD/CHN/PUN,Virtusa,"Hybrid - Chennur, Andhra Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra",6-10,"Pyspark, Hive, Big Data, Hadoop, Hiring, Data",Experience in international and multicultural environment Required Skills: . 5+ years o...
1332,Senior Data Engineer,GSK India,Bangalore/Bengaluru,5-10,"Procurement, metadata, Networking, Disaster recovery, Active directory, Agile, microsoft, Analytics","Eligibility Criteria: . Job Experience: Experience in Microsoft modern data platform, h..."
1333,Data Engineer,Alp Consulting,"Bangalore/ Bengaluru, Karnataka",3-7,"gcp, data engineering, Data, Engineering","Experience5 Key skills identified as:• Experience with analytic warehouse solutions, da..."
1334,Data Engineer,Coforge,"Hybrid - Bangalore/ Bengaluru, Karnataka, Greater Noida, Uttar Pradesh",3-7,"Matillion, Snowflake, Data Engineer, ETL, AWS, Glue, Lambda, SQL",Skills: Snowflake AND AWS AND Matillion AND SQL. 3Years of Experience: 3.5 years- 7 yea...
1335,Data Engineer - Python/SQL,Mithra HR Consulting,Delhi / NCR,2-4,"Python, Kafka, Data lake, API integrations, MongoDB, Hadoop Spark, Spark, NOSQL databases",Strong algorithm and CS skills. . - 2-4 years of experience designing and implementing ...
1336,Data Engineer,Peoplefy Infosolutions,Hybrid - Pune,3-8,"Pyspark, python, sql, Data Engineering, Data",Greetings!!We are hiring for one of our premium MNC client based in Pune.Role- Data Eng...
1337,Senior Data Engineer,Intrics Solutions,Delhi / NCR,7-12,"Scripting, Azure Cloud, Python, Parallel DataWarehousing, Database Design, datafactory, Azure Databricks, mongo db",Bachelors degree in computer science or related fieldCandidate must be self-directed an...
1338,Data Engineer,Peoplefy Infosolutions,Hybrid - Pune,3-8,"Pyspark, Azure, Data Engineering, Spark, Python, SQL, Microsoft Azure, Data",Greetings!!We are hiring for one of our premium MNC client based in Pune.Skills-Python ...
1339,Hiring For Data Engineer -,Peoplefy Infosolutions,Hybrid - Pune,7-12,"Pyspark, python, sql, Hiring, Data, Data Engineering",Any cloud but candidate must be willing to work in Azure
1340,Opening For AWS Data Engineer | MNC,Clarity Consulting,"Hybrid - Gurgaon/ Gurugram, Haryana",8-12,"Data Engineering, aws, lambda, python, Glue, amazon redshift, pyspark, Lambda Expressions","Job Description: Design, build and operationalize large scale enterprise data solutions..."
1341,Data Engineer - Spark/Hadoop,Emorphis,Remote,2-7,"Spark, Java, Azure, Scala Programming, Scala, Hadoop, AWS, SQL",Preferred - Immediate joiner NP of 15 days.
1342,Data Engineer Azure Data Bricks (ADB),Datametica,"Pune, Maharashtra",4-9,"Azure Data Factory, Pyspark, Azure Databricks, sql programming, Adb, Microsoft Azure, Factory, Data Bricks",Job descriptionRoles and ResponsibilitiesExp: 3 to 6 YearsLocation: PuneData Engineer A...
1343,Senior Data Engineer - Python/Scala,Mithra HR Consulting,Delhi / NCR,4-7,"Python, Apache Airflow, NoSQL, Scala, Data Management, Snowflake DB, Spark, ETL",Location : Hybrid (preferably Delhi NCR). What we offer you?.
1344,Data Engineer - ETL/Data Pipeline,Redbox,"Noida, Pune, Gurgaon/Gurugram",5-10,"ETL, Reporting Analytics, Visualization, Data Quality, Data Pipeline, RDBMS, Data Warehousing, Data Analytics",5+ years of experience in ETL (or) data engineering role in an analytics environment. ....
1345,Data Engineer,Alp Consulting,Bangalore/Bengaluru,2-4,"Business process, Unix, Core Java, Linux, MySQL, Shell scripting, Javascript, PLSQL",Full Stack Development background with Java and JavaScript/CSS/HTML Knowledge of ReactJ...
1346,Urgent Opening : Data Engineer: Gurgaon : Hybrid,HR Central,"Hybrid - Gurgaon/ Gurugram, Haryana",1-3,"python, SQL, ETL Development, data engineering, Engineering, Development, ETL, Data",B Tech / MCA or equivalent preferred Work Experience : 5-3 years of experience in worki...
1347,Data Research - DataBase Engineer,Forbes Advisor,Chennai,1-4,"Automation, Data migration, Database design, MySQL, Web development, Javascript, HTML, SQL",Collaborate with and assist fellow members of the Data Research Engineering Team as req...
1348,Lead Data Engineer,Apexon,Pune,5-8,"Business transformation, GIT, RDBMS, Database Fundamentals, Agile development, Schema, Asset management, SQL","As a Data Engineer with ETL/ELT background, the candidate needs to design and develop r..."
1349,"Senior Data Engineer (Azure Data Factory, Snowflake, ETL & SQL,Python)",Adecco Group,Remote,8-10,"Azure Data Factory, Executing ETL/ ELT and Data integration projects, Azure Data Engineer, Hands-on work experience with SQL Python for database modeling and data transformations, Python, Airflow, Azure or AWS tooling for ETL, DevOps and CICD",Proven experience in handling multi-dimensional consumer data from different data sourc...
1350,Data Research - DataBase Engineer,Forbes Technologies,"Hybrid - Chennai, Tamil Nadu",2-6,"Aws Cloud, postgresql, mysql, data migration, Cloud, Migration, Data research, DBMS","Responsibilities Design, develop, and maintain the database infrastructure to store and..."
1351,DataStage Data Engineer,Ivy Tech Solutions,Remote,3-6,"Unix, Linux, Project management, Analytical, Datastage, Troubleshooting, Distribution system, Technical support","Requires a Bachelors in Computer Science, Computer Engineering or related field and exp..."
1352,Data Engineer,Absolutdata,"Noida, Bangalore/Bengaluru",4-8,"Procurement, Telecom, Hospitality, Supply chain management, Consulting, Healthcare, Market research, CRM",Skills Needed- . . At least 4+ years of data engineering experience in handling large d...
1353,"Sr. Data Engineer - GCP/AWS, Python, Spark, Hadoop - Permanent Remote.",SECUREKLOUD TECHNOLOGIES,Remote,6-11,"python, spark, GCP, hadoop, data engineering, AWS, presto, Data",Immediate Joiners are preferredThe ideal candidate will have a strong background in Dat...
1354,Achitect Data Engineer,Alp Consulting,Bangalore/Bengaluru,7-11,"Maven, Data management, Analytical, Web development, Debugging, Data structures, Telematics, Business intelligence",Be recognized as a technical leader in the solution of complex problems; develop creati...
1355,Lead Data Solutions Engineer,Razorpay,Bangalore/Bengaluru,6-8,"Computer science, Performance tuning, Data modeling, Debugging, Agile, OLAP, Business intelligence, SDLC","Above all, you should bring your passion for working with huge data sets and bringing d..."
1356,Assistant/ Deputy Manager -Data Engineer,Maruti Suzuki,Bangalore/Bengaluru,2-5,"Mining, Data analysis, Analytical, MySQL, Machine learning, SCALA, Data processing, Data quality","Responsibilities :- Designing, constructing, developing, installing, testing and mainta..."
1357,Senior Data Engineer,Johnson Controls,Bangalore/Bengaluru,2-7,"Cloud computing, Data migration, Data modeling, MySQL, Agile, Application development, Oracle, Apache","Bachelor s degree, computer science or related field preferred . 2+ years of experience..."
1358,Data Engineer,Cropin Technology Solutions,Bangalore/Bengaluru,4-6,"GIS, Image processing, MySQL, Debugging, Machine learning, Oracle, Principal, SDLC",We are looking for Data Engineer to be a part of CropIn s Engineering Centre of Core Co...
1359,Azure Data Engineer,ITC Infotech,Bangalore/Bengaluru,3-5,"azure databricks, snowflake, azure iot, technical, analytical, software, digital manufacturing, interpersonal skills","-3-5 years of experience in software programming and/or data warehousing, in an Agile S..."
1360,Data Engineer,Mondelez,Mumbai,4-6,"Supply chain, XML, Packaging, Scheduling, JSON, FMCG, microsoft, SQL",You will: Execute the business analytics agenda in conjunction with analytics team lead...
1361,Data Engineer,Rave Technologies,Mumbai,5-8,"Coding, XML, Healthcare, JSON, Stored procedures, Oracle, microsoft, Information technology",Develop extract-transform-load (ETL) jobs in Talend and demonstrate experience in Talen...
1362,Data Engineer,GSR Business Services,"Noida, Gurgaon/Gurugram",4-6,"python, GCP, data engineer, etl, snowflake, Talend, sql, Data","Build the infrastructure required for optimal extraction, transformation, and loading o..."
1363,Opening For Azure Data Engineer,Ascend Hr Solutions,"Kolkata, West Bengal",5-9,"azure data, Bi, ETL, Talend, azure, Microsoft Azure, Data, Azure Data Factory",Notice Period-Upto 30 Days only o Extensive knowledge and experience in Azure data fact...
1364,Data Engineer,Excellence And Eminence,Bangalore/Bengaluru,2-5,"Data analysis, Data management, Postgresql, Analytical, System integration, Powerpoint, Monitoring, SQL",An Engineering degree with vast data engineering experience . . As a minimum: A Bachelo...
1365,Principal Data Engineer,Boomi Software,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10,"Data analysis, Simulation, Data modeling, Machine learning, OLAP, Open source, Data mining, SQL","Desirable Requirements . Bachelors degree, preferably in Analytics, Computer Science, S..."
1366,"Data Engineer , Product",Mediamath,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-3,"Cloud computing, C++, Automation, Troubleshooting, Digital marketing, Analytics, Monitoring, SQL","Bachelor s Degree or higher, preferably with a concentration in a computational field s..."
1367,Technical Lead Data Engineer - Power BI,Srijan Technologies Pvt. Ltd.,"Kolkata, Indore, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",5-8,"SAN, Cloud computing, Data analysis, MIS, Analytical, Healthcare, Presales, Operations","Design, develop, optimize, and maintain data architecture and pipelines that adhere to ..."
1368,Infogain India is Hiring For Data Engineer Lead,Infogain,"Hybrid - Noida, Pune, Bangalore/Bengaluru, Mumbai (All Areas)",8-12,"databricks, etl, sql, ADF, data engineering, Data, Hiring, Oracle ADF",Experience working in Agile / Scrum/Kanban team environments We are having Immediate re...
1369,Principal Data Engineer,Providence College Of Engineering,Hyderabad/Secunderabad,10-12,"Product management, Debugging, Service engineering, Machine learning, Healthcare, Application development, Stored procedures, SQL",Candidate should be adept at applying his/ her experience with a focus on problem solvi...
1370,Data Engineer III,Walmart,Bangalore/Bengaluru,3-7,"Career development, Networking, Business reporting, Access management, Data processing, Data structures, Data quality, Business solutions","Demonstrates up-to-date expertise and applies this to the development, execution, and i..."
1371,DATA ENGINEER III,Walmart,Bangalore/Bengaluru,3-6,"Software design, Architecture, GCP, Debugging, Application development, Cosmos, Monitoring, SQL",. What youll bring: . Bachelors / Masters degree in engineering with 3-6 years of exper...
1372,Data engineer with Snowflake,Neudesic Technologies,"Kochi/ Cochin, Kerala, Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka",5-10,"Snowflake, Python, SQL, Azure Data Factory, dbt, AWS, Data, Factory","This includes custom application development, data and artificial intelligence, compreh..."
1373,GCP Data Engineer/Tech,IB Services &amp;amp; Technologies,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",7-10,"Data migration, GCP, Cloud, Oracle, Apache, Teradata, Analytics, SQL",Active Google Cloud Data Engineer Certification or Active Google Professional Cloud Arc...
1374,Azure Data Engineer (ADF & Azure Synapse,Techdev It Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",4-6,"Azure Data, Azure Synapse, PowerShell, Data Engineering, ADF, data validation, data modeling, Azure Data Lake","Qualifications: Bachelors degree in Computer Science, Engineering, or a related fieldPr..."
1375,Azure Data Engineer (ADF and Azure Synapse),Techdev It Solutions,"Temp. WFH - Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",4-6,"Azure Data Factory, PowerShell, ADF, MS Project, Asana, Data warehousing, Azure SQL, Jira",Job Title: Azure Data Engineer (ADF and Azure Synapse)Location: RemoteJob Description:W...
1376,Data Engineer,Techzenure,"Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/Bengaluru",4-9,"Pyspark, python, Data Engineering, Data Pipeline, aws, Data Ingestion, Aws Lambda, Aws Glue","Solid understanding of cloud technologies, such as AWS, Azure, or Google Cloud Platform..."
1377,"Data Engineer, GCP",60 Degrees Services,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-9,"data services, Data management, Architecture, GCP, Cloud, Infrastructure, Data structures, Management","As a Data Engineer, you'll guide customers on how to ingest, store, process, analyze, a..."
1378,Apache Spark Data Platform Engineer,Accenture,Bangalore/Bengaluru,4-6,"Workflow, Informatica, Troubleshooting, SQL, Python, metadata, operational support, MIS",Professional Attributes : Self-oriented with strong interpersonal skills o Strong Team ...
1379,Data Engineer,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,7-9,"Supply chain, Data management, Datastage, Data processing, Informatica, SSIS, SQL, Python","Experience building, optimizing and automating data pipelines, architectures and data s..."
1380,Principal Software Engineer - Data Analytics,Krazy Mantra,Pune,6-8,"Big data platforms, Kafka, Spark, Java, Hibernate, Tomcat App, Amazon Web Services, OLAP","5+ years of proven experience in designing, implementing and delivering complex, scalab..."
1381,Data Engineer/Visualization Expert,Skillety,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-8,"Business improvement, Backend, Business leadership, Staffing, power bi, Management, microsoft, SSIS",Candidate should exhibit the ability to absorb and develop domain knowledge in the hard...
1382,TS - Azure Data Engineer,Srivango,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",6-11,"data engineer, Databricks, azure, Azure Data Factory, ADF, GitHub, Snowflake, data engineering","The data should be ETL-processed, cleaned, and stored in an A few data pipelines alread..."
1383,Data Engineer(Python+Azure Databricks),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10,"Azure, ADF, Data Engineer, CI/CD, Databricks, Visual Studio, Production Support, Python","1.Should have at least at least 3+ years’ experience in python, Azure Functions, App Se..."
1384,Data Engineer (Matillion + Snowflake),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10,"Business Intelligence Tools, Data Quality, Azure, GCP, Snowflake, Cloud, Data Analysis, ETL Tool",Designs and evaluates open source and vendor tools for data lineage. . Works closely wi...
1385,Data Engineer (Informatica Power Centre),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",4-9,"SQL, Power BI, Data Engineer, Informatica Power Centre, MDX, Informatica architecture, Data Engineering, Power Bi","Strong business communication, good ways of working, professionalismPerformance improve..."
1386,Data Engineer,Arsr Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-3,"C++, metadata, NoSQL, Project management, Data structures, Analytics, SQL, Python","They must be self-directed and comfortable supporting the data needs of multiple teams,..."
1387,Data Engineer,Danske IT Support Services India Pvt Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-5,"Data analysis, Manager Quality Assurance, Data management, Data modeling, Analytical, Data quality, Informatica, Risk management","Preferred to have an understanding of AWS technologies like S3, EMR, Glue, Redshift, La..."
1388,Data Engineering Specialist,FabHotels,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",2-4,"SQL database, Postgresql, Analytical, MySQL, Machine learning, Test scenarios, Manager Technology, Application development",Have an experience on new D&A (Data & Analytics) application development and existing a...
1389,Azure Data Engineer - IoT,CARBYNETECH,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",4-9,"Azure Data, Azure Synapse, data warehouse, Data Engineering, Azure SQL, Cosmos DB, AZURE cloud, Engineering",- Building and operationalizing large scale enterprise data solutions and applications ...
1390,Azure Data Engineer,Tech Mahindra,Hybrid - Bangalore/Bengaluru,5-10,"Pyspark, advance sql, Azure Databricks, SQL, Python, Azure Data Factory, Azure Synapse, Azure Data Warehouse","Role: Data Engineer (4-8 year relevant exp). Primary skills: Advance SQL / DWH, Strong ..."
1391,GCP Data Engineer,TRH Consultancy Services,"Noida, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",7-12,"data engineering, Azure ADLS, AWS, Redshift, SQL, Python, GCP, Data","Experience of AWS EMR, AWS Glue, AWS Redshift or Azure HDInsights, Azure ADF, Azure ADL..."
1392,Python Data Engineer,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Delhi / NCR, Bangalore/Bengaluru",11-15,"Django, AWS, Python, Pandas, Numpy, Flask, Data Engineering, Python Data","Bachelors / master s degree in computer science, Engineering or a related subject 5+ ye..."
1393,Python Data Engineer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",14-19,"Python Data Engineer, PySpark, Spark SQL, Scala Databrick, Azure databrick, Pandas, Python Data, Pandas","Python (Pandas and PySpark) Scala(for Spark SQL)SQL server Spark SQL(2.4), Azure databr..."
1394,Python Data Engineer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",8-13,"PySpark, Scala Databrick, Pandas, SCALA, Pandas, Data, Data Bricks, Python",Roles and ResponsibilitiesPython (Pandas and PySpark) Scala(for Spark SQL)SQL server Sp...
1395,Azure Data Engineer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, New Delhi, Pune, Chennai, Bangalore/Bengaluru",8-13,"Azure Data Factory, ADF, Azure SQL Data Warehouse, Azure Data Lake, SQL Azure, Data warehousing, Data Lake, Factory",Design and develop new solutions on the Azure Cloud Platform specifically for Azure SQL...
1396,Data Engineer ( Matillion+Snowflake),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",11-15,"AZURE, Matillion, GCP, Snowflake, Data Engineer, ETL, AWS, Data Engineering",Good understanding of Cloud infrastructure like AWS / AZURE/GCP and Snowflake (Highly P...
1397,Data Engineer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10,"ADLS, Data Engineer, Azure Data Bricks, Spark, Python, Data Engineering, Azure Databricks, Azure Data Factory","Roles and ResponsibilitiesKey Skills : Data Bricks, ADLS, Spark, PythonShould have stro..."
1398,GCP Data Engineer,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-8,"GCP Data Engineer, Cloud SQL, Apache Airflow., BigQuery, Git, JSON, SQL, Python","Well-established experience in all phases of development requirement gathering, system ..."
1399,Senior Data Engineer,Luxoft,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-8,"Product engineering, GIT, orchestration, Agile, Hypothesis Testing, Open source, Information technology, Operations",Skills . Must have
1400,Lead Data Engineer,Tredence,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-6,"github, orchestration, Data management, Cloud Services, Management, Data warehousing, SQL, Data extraction",Experience in collaborating with business stakeholders to identify and meet data requir...
1401,AWS Data Engineer ( Contract),CLoud Staff Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",10-12,"AWS, AWS Cloud Platform, AWS Databricks, DevOps, AWS Data Engineer, SQL, Python, Cloud","Strong experience in SDLC delivery, including waterfall, hybrid and Agile methodologies..."
