,Job_Role,Company,Location,Job Experience,Skills,Job_Description
0,Big Data Engineer (Spark & Scala),Mphasis,"Hybrid - Hyderabad/ Secunderabad, Telangana",5-8,"SCALA, Big Data, Spark, hive, restful, java, Hadoop, Restful Web Api Development",Who are we looking for?Looking for Big data EngineerTechnical Skills:• 5+ years of expe...
1,Big Data Lead,Persistent,"Indore, Madhya Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Ahmedabad, Gujarat, Jaipur, Rajasthan, Bangalore/ Bengaluru, Karnataka",7-11,"Java, Hadoop, Big Data, Hive, Big Data processing, cluster management, NoSQL databases, Hadoop ecosystem framework","Apache Spark or other streaming Big Data processing, preferred Deliver good solutions a..."
2,Big Data Engineer,IBM,Gurgaon/Gurugram,5-8,"Data Engineering, Data modeling, Big Data, Data structures, SQL, Project development, Hive, Sqoop",Required Technical and Professional Expertise. First and most important - Sound underst...
3,Big Data Consultant,Sopra Steria,"Noida, Uttar Pradesh, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",4-9,"spark, Cloudera, Hadoop, hive, scala, airflow, big data, cloudera hadoop",Candiate Profile: . Proficient in any two programming languages to build data pipeline ...
4,Big Data Developer - Hadoop / Spark / Hive,TrueView HR Consulting Pvt. Ltd,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10,"Big Data, Pyspark, Hive, Data Engineering, Hadoop, Kafka, Azure Databricks, Spark",Experience Mentoring students is desirable. - Knowledge of latest developments in Machi...
5,Big Data Developer,Persistent,"Indore, Madhya Pradesh, Hyderabad/Secunderabad, Pune, Maharashtra, Ahmedabad, Jaipur, Rajasthan, Bangalore/Bengaluru",3-5,"big data, python, java, performance tuning, scala, agile, Spark, sdlc",Women candidates preferred Experience developing code on distributed databases using Sp...
6,Big Data Architect,Persistent,"Indore, Madhya Pradesh, Hyderabad/Secunderabad, Pune, Maharashtra, Ahmedabad, Gujarat, Jaipur, Rajasthan, Bangalore/Bengaluru",12-15,"Big Data, Design patterns, Hadoop, Kafka, Spring, Looker, design pattern, SQL","Women candidates preferred Building, monitoring, and optimizing reliable and cost-effic..."
7,Hiring For Big Data Developer/ Lead (Spark & Scala with AWS) | Coforge,Coforge,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/Bengaluru, Greater Noida",4-9,"SCALA, Spark, AWS, Azure Data Factory, Hive, Hadoop, Big Data, Leadership",Experience Required: - 4 to 12 Years
8,Big Data Developers/Leads,GSPANN,"Hybrid - Hyderabad/Secunderabad, Pune, INDIA",4-9,"Pyspark, Spark, Python, Hive, Map Reduce, Hadoop, Cloud, BigData",Hands-on experience of API development (from application / software engineering perspec...
9,Big Data Engineer - Hadoop/Data Warehousing,Megma Services,Thane,2-6,"Big Data, ETL Tools, Shell Scripting, Hadoop, SQL coding, HBase, Hive, Linux",Work on shift for system monitoring and incident management.
10,We are hiring Big Data Engineer - Python with Azure,Epam Systems,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",5-10,"azure databricks, big data, Python, Azure Data Factory, Azure Synapse, data, microsoft azure, Azure Data Lake",Immediate joiners are preferred : . 4+ Years of in Big Data & Data related technology e...
11,Big Data/Hadoop Architect - HBase/Hive,Vision Excel Career Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",10-16,"Hadoop Ecosystem, RESTful API, Data Ingestion, Scala, Hadoop, Big Data, Kafka, Machine Learning",Type : Full Time. Implement data analytics solutions on big data batch and stream proce...
12,EY India is hiring For Big Data Developer-Immediate,EY,Hybrid - Bangalore/Bengaluru,4-6,"scala, spark, Database, Hdfs, big data, sybase, DB2, relational db",Experience with Scala-Spark Big Data development . Strong Database experience preferabl...
13,We are hiring Big Data Engineer - SQL + Spark + Python,Epam Systems,"Hybrid - Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",5-10,"python, spark, sql, Hive, Hadoop, pyspark, big data, etl",Greetings from EPAM!Hope you are doing good!EPAM has presence across 40+ countries glob...
14,We are hiring Big Data Engineer - Java + Spark - Bangalore,Epam Systems,"Hybrid - Bangalore/ Bengaluru, Karnataka",5-10,"java, spark, sql, Hive, data engineer, Hadoop, big data, Data Engineering",Immediate joiners are preferred : . 4 years of industry experience in relevant areasExp...
15,Big Data Solutions Engineer,Tookitaki,Bangalore/Bengaluru,4-7,"NoSQL, Analytical, Artificial Intelligence, Machine learning, SCALA, data privacy, data visualization, Analytics","Bachelor s degree in computer science, Engineering, or related field . 4+ years of expe..."
16,Big Data Engineer,BDB.AI,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10,"Data Science, Hive, Scala, Hadoop, Big Data Engineer, Data Analysis, Data Mining, Spark","Education, Experience, Skills and Abilities Required for Consideration as a Candidate ...."
17,Big Data Engineer,IBM,Kolkata,6-8,"Big Data, SQL, Business objects, Python, BI dashboards, Docker Cloud, BigQuery, Cloud SQL","Your Role and ResponsibilitiesLooker, Databases, SQL Core Skills Looker and Data Studio..."
18,Big Data Engineer,IBM,Mumbai,6-10,"Scala, SQL, ADLS, Databricks, Python, Airflow, Data Engineering, Luigi","Required Technical and Professional Expertise. Graduate degree in Computer Science, Sta..."
19,Big Data Engineer,IBM,Mumbai,6-10,"Azure, Data Engineering, Hadoop, ADLS, Azure data factory, Azure data lake store, Kafka, SQL DB","Required Technical and Professional Expertise. Graduate degree in Computer Science, Sta..."
20,Big Data Engineer,IBM,Mumbai,6-11,"Big Data, ARM Templates, Data Engineering, Analysis Services, Serverless Architecture, Cosmos, ADLS, spark","Required Technical and Professional Expertise. Graduate degree in Computer Science, Sta..."
21,"Big Data Engineer (Must Have - Scala, AWS) | Noida",TO The New,"Noida, Uttar Pradesh(Sector-144 Noida), Delhi / NCR",4-8,"SCALA, hadoop, Spark, big data, aws, Hive, Data",. Must Have: . At least 4+ years of experience in design and development using Hadoop t...
22,Java Big Data Engineer,Innovominds Solutions,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-15,"spring boot, Hibernate, orchestration, spark, Hadoop, J2Ee, big data, Middleware",Kubernetes and orchestration . Qualification . Education: BE / B.TECH / ME/M.TECH / MCA...
23,Big Data Engineer,Snapdeal,Gurgaon/Gurugram,5-8,"Java, Spark, hadoop, AWS, scala, Big Data, Data",Experience on public cloud (preferably AWS) will be a plus 5-6 years of software engine...
24,Big Data Developer / Senior Big Data Developer,Dreambig It Solutions India,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",5-9,"Big Data, Pyspark, SQL queries, Docker, XML, XSLT, JSON, AWS",Remote (Permanent work from home). Software Developer 5+ of enterprise software develop...
25,Senior Data Engineer - Big Data Applications,AVE-Promagne Business Solutions,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",6-11,"Hadoop, Java, PubSub, BigQuery, Scala, Data Management, Big Data, Kafka",". - Experience with distributed (multi-tiered) systems, algorithms, and relational(SQL)..."
26,Senior Staff Engineer (Big Data),Nagarro,Bangalore/Bengaluru,7-10,"Airflow, python, scala, Docker, spark, Java, Azure, SQL Server","Requirements: . Must have Skills: Spark, Python / Scala/Java, Airflow, DockerExperience..."
27,Big Data Developer,Maveric,"Hybrid - Pune, Chennai, Bangalore/Bengaluru",4-8,"Kafka, Pyspark, Java, Hive, Hadoop, Big Data, Spark, Development",Proven experience in co-ordination of many dependencies and multiple demanding stakehol...
28,Technical Lead - Big Data,Iris Software,"Pune, Chennai, Delhi / NCR",8-10,"hive, pyspark, hadoop, sql, python, spark, Technical, Technical leadership",Overall Experience 8-10 yearsRelevant (Big Data) experience 5+ years. Responsibilities ...
29,Big Data Hadoop Hive Spark Developer,Acesoft Labs,Bangalore/Bengaluru,4-9,"hive, spark, hadoop, java, SCALA, Big Data, Development, Data",Experience: 3 to 10 years.
30,Big Data Engineer,Zoom Start India,Bangalore/Bengaluru,5-8,"Automation, Db2, Coding, MySQL, Agile, Workflow, Unit testing, Analytics",Capture system-level requirements by brainstorming with Architects Program/Project Mana...
31,Senior Big Data Engineer - E4968,Nisum Technologies,Hyderabad/Secunderabad,4-8,"Backend, Functional testing, Web development, Packaging, Data processing, Medical insurance, Team building, Analytics",Design build backend components of our MLOps platform on AWS. Collaborate with geograph...
32,Architect Big Data / ML,Databricks,New Delhi,8-13,"SAN, cassandra, GCP, Consulting, Presales, Data analytics, Medical insurance, Sales process","As a Solutions Architect (Analytics, AI, Big Data, Public Cloud), you will guide the te..."
33,Big Data Engineer,Techsist,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-9,"hive, Basic, Usage, spark, Shell scripting, SCALA, sqoop, big data","Very good knowledge on pyspark / python/scala and dataframe APIs, . Good understanding ..."
34,Big Data Tester,BriskWin IT (BWIT),"Bangalore/ Bengaluru, Karnataka",6-8,"Big Data Testing, hive, java, Data Migration, scala, Azure Cloud, automation testing, big data technologies",Preferred candidate profile . At least 5 years of professional experience automation te...
35,Staff Engineer (Big Data Developer),Nagarro,Mumbai (All Areas),6-9,"Azure Data Factory, Spark, Azure Devops, Pyspark, Java, Hive, SCALA, Big Data","Required Skills: Big Data, Spark, Python / Scala/Java, Azure data factory & Azure Devop..."
36,Big Data Developer - Hadoop/Hive/Spark,ProPMO Services Private Limited,Pune,2-7,"Hadoop, Unix, Hive, Shell Scripting, Big Data, Spark, Data Modeling, MapReduce",help to build new Hadoop clusters. - Converting hard and complex techniques as well as ...
37,Urgent Requirement of Big Data Developer,Saksoft,"Hybrid - Pune, Maharashtra",3-5,"spark with java, spark, big data, Bash Scripting, Unix Commands, Scripting, Development, Java",Urgent Requirement Must have experience on Spark With javaRoles & Responsibilities: Ove...
38,Big Data Developer,Krish Compusoft Services Pvt. Ltd,Pune,3-5,"NoSQL, data domain, Analytical, Hadoop, Workflow, MongoDB, big data, Operations","We are looking for a Big Data Engineer that will work on the collecting, storing, proce..."
39,Big Data Architect,Innovominds Solutions,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",10-20,"NoSQL, RDBMS, GCP, SCALA, Cloud, Data structures, big data architect, SQL",Designing and development of ETL pipeline . Requirement gathering and understanding of ...
40,AWS/Big Data Developer - Cloud/Production Support,BKTC,"Mumbai, Hyderabad/Secunderabad, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,"AWS, Big Data, Incident Management, Production support, Management, Development, Big Data Administration, Incident",Awareness on End-to-End BI projects is required. - AWS Certification is a preferred one...
41,Big data Developer,Infosys,Bangalore/Bengaluru,5-7,"Big data, Pyspark, Scala, Debugging, Agile, Apache Kafka, Spark, Python","Bachelor of Engineering Analytical abilities, Strong Technical Skills, Good communicati..."
42,Data Engineer - Big Data Technologies,Serving Skill,Mumbai,3-8,"Big Data, DataLake, Azure Data Factory, Java, Scala, Hadoop, Azure Databricks, Data Warehousing","Bachelors degree in Computer Science, Software Engineering or a related technical disci..."
43,Azure Data Engineer With Big Data,Anicalls,Hyderabad/Secunderabad,8-12,"hive, Architecture, spark, SCALA, Cloud, Active directory, big data, Apache",Minimum 2 -3 years experience with multiple implementations . )
44,Big Data Architect,Infosys,Bangalore/Bengaluru,8-12,"data architecture, design patterns, Hadoop, Service Oriented Architecture, SDLC, Python, Architecture, Design",Bachelor of Engineering Hands-on experience in Service Oriented ArchitectureExperience ...
45,Big Data Engineer - Hadoop/Scala,Career Infosystem,Hyderabad/Secunderabad,3-6,"Hadoop, Hive, Scala, Big Data, HDFS, Spark, MapReduce, Python",Good to have : . - Should have hands on experience in Python. . - An efficient interper...
46,Big Data Developer & Analyst,Experian,Hyderabad/Secunderabad,3-8,"orchestration, Linux, Analytical, Shell scripting, Incident management, Toad, Oracle, Information technology",Shell scripting and Linux operating systems experience . Java development experience . ...
47,Research Engineer - Big Data/Machine Learning,Career Maker,Bangalore/Bengaluru,3-8,"Big Data, Java, C++, R, Data Mining, Perl, Machine Learning, MATLAB",Research Engineer - Big Data/Machine Learning - Java/C++/Perl/PythonMajor responsibilit...
48,Research Engineer - Big Data / Machine Learning - Java/C++/Perl/Python,Career Maker,Bangalore/Bengaluru,3-8,"Big Data, Java, C++, R, predictive modeling, Data Mining, Perl, Machine Learning",We are looking for talented Research Engineers (with a Masters degree in a related area...
49,Research Engineer - Big Data/Machine Learning - Java/C++/Perl/Python,Career Maker,Bangalore/Bengaluru,3-8,"Research Engineering, Java, C++, R, Big Data, Data Mining, Perl, Machine Learning",We are looking for talented Research Engineers (with a Masters degree in a related area...
50,Azure Big Data Architect Engineer,Anicalls,Bangalore/Bengaluru,8-12,"hive, Architecture, spark, SCALA, Cloud, Active directory, Apache, big data architect",Expertise in HDInsight (Minimum 2-3 years experience with multiple implementations)
51,Senior Big Data Engineer,Bizviz Technologies,"Hyderabad, Bengaluru",5-10,"ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition","Minimum 5 year experienceCandidates must be proficient in -Java, Scala, Python . . Apac..."
52,Big Data Architect - IT Project Delivery,Serving Skill,Bangalore/Bengaluru,10-14,"Database Architecture, IT Project Delivery, NoSQL, System Design, RDBMS, Microservices Architecture, Agile, Scrum","For you to be successful, you must:- Should be able to Design, Architect, and help Main..."
53,Big Data Engineer - Java/Scala,Cubiccode Digital Media Llp,Pune,7-10,"Java, Azure, GCP, Scala, Spark, ETL, AWS, Data",You will also be responsible for integrating them with the architecture used across the...
54,Big Data Developer,Krish Compusoft Services Pvt. Ltd,Pune,3-5,"NoSQL, cassandra, Analytical, SCALA, Workflow, MongoDB, Operations, Monitoring","Weare looking for a Big Data Engineer that will work on the collecting, storing, proces..."
55,Big Data Engineer - ETL / Scala / Python,HyrEzy Talent Solution,Pune,4-8,"Big Data, Performance tuning, Java, Azure, Scala, PostgreSQL, SQL, Data Integration",. - HeShe should be ready to learn new domain and technology based on organization stra...
56,Sr. Talend Big Data Engineer,Anicalls,Bangalore/Bengaluru,5-10,"hive, Performance tuning, NoSQL, RDBMS, Hadoop, Windows, Troubleshooting, Apache",Candidate should be able to: This solution enables our Data Scientists and Data Analyst...
57,Big Data Engineer,Acme Services,Bangalore/Bengaluru,2-6,"hive, spark, MySQL, Hadoop, MongoDB, big data, Data warehousing, SQL","Experience in ETL / Data Engineering / Data Warehouse Solid experience in Python , PySp..."
58,Big Data Architect,Datametica,Mumbai (All Areas),7-12,"Java, spark, Hadoop, Big Data, pyspark, Python, Data, Architecture",We at Datametica Solutions Private Limited are looking for Bigdata Architect who have a...
59,Big - Data Developer,Codesmart,Hyderabad,2-6,"hive, Architecture, Business analysis, spark, Agile development, SCALA, Hadoop, Infrastructure",": . . Hands-on experience in Hadoop, Map Reduce / Hive, Spark, Scala or Pyspark At leas..."
60,Azure Big Data Engineer,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-5,"metadata, Consulting, Debugging, Cloud, Data processing, microsoft azure, Open source, big data","More specifically, you will: . . Design and build scalable metadata driven data ingesti..."
61,Cloudera Hadoop Big Data Architect,Anicalls,Hyderabad/Secunderabad,5-9,"hive, cloudera, Tomcat, spark, Hadoop, Infrastructure, MongoDB, big data architect","Strong Experience with Apache Spark, Storm, Kafka is a must. A minimum of 4 years worki..."
62,Big Data Developer - Java /R/ Python,Career Infosystem,Hyderabad/Secunderabad,3-8,"Java, R, Hive, Hadoop, MySQL, Big Data Developer, MS SQL Server, HTML",Required Experience and Technical Skills:- Hands-on experience designing and implementi...
63,Big Data Architect,IBM,New Delhi,8-12,"Performance tuning, Linux, Big Data, HDFS, MapReduce, configuration management, Hive, MIS",Preferred Technical and Professional Expertise. Should be well conversant in English an...
64,Big Data Engineer,Adfolks Consultancy Llp,Remote,4-8,"Big Data Engineer, Java, python, data analysis, scala, Data Analyst, data architecture, sql",Roles and Responsibilities The successful candidate who will take this role will serve ...
65,Senior Lead - Big Data Engineer,S&P Global Market Intelligence,Hybrid - Mumbai (All Areas),8-12,"hive, Java, Kafka, Spark, Data Bricks, SCALA, Python, Bricks",3+ years of hands-on experience in implementing data lake systems using AWS cloud techn...
66,"Sr Software Engineer (Big Data, Cloud)/Lead Software Engineer (Big Dat",S&P Global Market Intelligence,"Hybrid - Mumbai, Maharashtra",4-8,"S3, hive, Tensorflow, Databricks, Golden Gate, scala, kafka, MLlib",2 to 5 years of hands-on experience in implementing data lake systems using AWS cloud t...
67,Sr Big Data Engineer,CMS Computers,Mumbai (All Areas),5-10,"Data Ingestion, Hadoop, Data Pipeline, Big Data Hadoop, Python, Airflow, Pyspark, Big Data Analytics",Greetings of the Day!!Please find the Job description below -Location - Mumbai (Bhandup...
68,Talend Big Data Engineer,Anicalls,Chennai,5-10,"hive, Performance tuning, NoSQL, RDBMS, Hadoop, Windows, Troubleshooting, Apache",Education: Bachelors degree Candidate should be able to: . Candidate should have : . Ex...
69,Big Data Engineer,Vedity Software,Ahmedabad,3-8,"hive, MOB, C, spark, SCALA, hdfs, big data, Python","Designing and implementing scalable data storage solutions, such as Hadoop and NoSQL da..."
70,"Big Data Engineer,Pan India",Virtualware Innovations,Remote,5-10,"Hive, Shell Scripting, Scala, Hadoop, Big Data, Spark, Data Architecture, Python",Expert level knowledge and 5+ years of experience in Cloudera Hadoop components such as...
71,"Big Data Engineer,Pan India",Virtualware Innovations,Remote,5-10,"Hive, Shell Scripting, Scala, Hadoop, Big Data, Spark, Data Architecture, Hbase",Expert level knowledge and 5+ years of experience in Cloudera Hadoop components such as...
72,Big Data Analytics Engineer - Hadoop / Hive - Banking Domain,MNJ Software,Remote,4-10,"IT services, Product engineering, Coding, Analytical, Vulnerability, Business intelligence, Business solutions, Information technology",Preferred Technical Role Requirement : Must have 4 to 10 Years of experience into Big D...
73,Big Data Leads,Sentini Geosol,"Hybrid - Hyderabad/ Secunderabad, Telangana",6-11,"Scala, Big Data, Spark, Java, Hive, GCP, Hadoop, AWS",Big Data Developer Participate in the design and implementation phases for data project...
74,Talend Big Data Consultant,Anicalls,Hyderabad/Secunderabad,5-10,"hive, Performance tuning, NoSQL, RDBMS, Hadoop, Windows, Troubleshooting, Apache",Candidate should be able to: This solution enables our Data Scientists and Data Analyst...
75,Big Data Engineer Role,Vishanz Business Services,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-7,"Java, Hive, SCALA, Big Data, Spark, spa, Data",We are looking for Informatica Developer with seven years of experience.Experience in B...
76,Big Data Engineer - Python/etl/ Teradata,Career Infosystem,Delhi / NCR,5-8,"Hive, Scala, Hadoop, Big Data, Spark, ETL, Teradata, Redshift","- Data Warehousing Experience with Oracle, Red-shift, Teradata, Snowflake, etc - Experi..."
77,Senior Software Engineer ( Big Data ),NMS Consultant,"Gurgaon/ Gurugram, Haryana",3-8,"Developer, Design, SCALA, hadoop, big data, Maven, nexus, Devops",Roles and Responsibilities JOB DESCRIPTIONHands on experience of offers and features of...
78,Big Data Engineer,The Veca,Mumbai (All Areas),1-3,"Hive Queries, SQL, hadoop, Query, Big Data, Hive, Data",Creating dashboards based on business requirements. Desired Candidate Profile . Graduat...
79,Big Data Engineer,Arwin Global Solutions,Hyderabad/Secunderabad,3-5,"SQL queries, data science, cassandra, Script writing, Analytical, Agile, Apache, big data",3 to 5 years of relevant data engineering experience *Hands-on experience with data cle...
80,Big Data Engineer,Ceresight,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-8,"Computer science, Process monitoring, data science, GCP, Datastage, Data collection, big data, ANSI","A good understanding of distributed computing principles, management of Hadoop cluster,..."
81,Big Data Engineer,Techsist Solution,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-9,"PDF, spark, Shell scripting, SCALA, sqoop, big data, Software services, Python",Very strong understanding of distributed computing concepts Very good knowledge on pysp...
82,Java Big Data Engineer,Innominds Software,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-15,"spring boot, Hibernate, Usage, PDF, orchestration, spark, Hadoop, J2Ee",Qualification . . Education: BE / B.TECH / ME/M.TECH / MCA/MSThe desired candidate must...
83,EY India is hiring For Big Data Lead- Immediate,EY,Hybrid - Pune,8-12,"hive, pyspark, hadoop, big data, sql, python, spark, hdfs",Roles and Responsibilities > Good hands-on experience in on-prem Hadoop platform (Spark...
84,Big Data Engineer - Data Infrastructure,Techno Wise,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai",4-9,"Data Engineering, Data Pipeline, Hadoop, Data Management, Big Data, Data Warehousing, CRM, Warehouse","- This role is accountable design & develop system that collect, manage, and convert ra..."
85,Sr. Data Engineer - Big Data/AWS,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10,"Airflow, Cloud Technologies, Amazon EMR, Big Data, Data Engineer, Python, EMR, Data Engineering",Experience with cloud technologies will be beneficial. Qualification: Any GraduationExp...
86,Sr. Data Engineer - Big Data/AWS,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",11-15,"Airflow, Pyspark, Cloud Technologies, Amazon EMR, Big Data, Python, Data, Data Engineering",Experience with cloud technologies will be beneficial. Qualification: Any GraduateExper...
87,Sr.Software engineer-Big Data engineer,MSys Technologies,Bangalore/Bengaluru,5-10,"aws glue, AWS, Redshift Aws, sns, communication skills, Glue, Data, Amazon Redshift",Should have hands on knowledge on Data Modeling using AWS Redshift and AWS 1yr+ Data an...
88,Cloud Big Data Architect,Impetus Technologies,"Hybrid - Noida, Uttar Pradesh, Indore, Madhya Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",11-17,"Pyspark, python, Aws Big Data, Aws Glue, big data, Glue, Architecture, Data","Must have : Operating knowledge of cloud computing platforms (AWS, especially Redshift,..."
89,Big Data Architect,SmarTek21,"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu",12-18,"Architect, SCALA, Big Data, Spark, Python, Data architecture, Architecture, Data",Technical Skills: . Strong hands-on experience as a Big Data Architect with a solid des...
90,Big Data Architect,Datametica,"Mumbai, Maharashtra",7-12,"Hadoop, big data technologies, Spark, pyspark, Hdfs, Oozie, Big Data, Data","Hands-on experience playing lead role in Big data projects, responsible for implementin..."
91,Big Data Developer,Peoplelogic Business Solutions,"Hybrid - Pune, Maharashtra",5-9,"SCALA, Spark, Bigdata Technologies, Development, Big Data Administration, Big Data, Data",Bachelors degree in Computer Science or related file . Strong knowledge of database con...
92,Sr. Big Data Developer / Lead (Looking For Immediate joiners),Maveric,"Hybrid - Pune, Chennai, Bangalore/Bengaluru",5-10,"Hive, Hadoop, Big Data, HBase, Big Data Administration, SR, Leadership, Data",Sr. Big Data Developer / Lead Location: Bangalore/Chennai/PuneJD:The candidate must be ...
93,Big data developer,Skillety,Bangalore/Bengaluru,6-12,"hive, Data analysis, Statistical analysis, Staffing, spark, Business intelligence, big data, AWS","Preferred Skills . . . . . . . . Exp in data analysis, statistical analysis, data scien..."
94,Architect Big Data,Alpharithm Technologies,"Chennai, Bengaluru",6-11,"hive, data security, Focus, Hadoop, data governance, Data processing, sqoop, big data",The Big Data Architect should also understand the complexity of data and can design sys...
95,Senior Big Data Developer,Artech,"Gurgaon/ Gurugram, Haryana",9-14,"Hadoop, Impala, SCALA, AWS S3, Spark, Pyspark, python, Data Engineering","Roles and Responsibilities Experience/expertise in Hadoop Eco System Spark, Python, Hiv..."
96,Big Data Developer - Java/ Hive/ Mapreduce,Career Infosystem,Bangalore/Bengaluru,4-9,"Java, Hive, Design Patterns, Web Technologies, Hadoop, SCALA, SQL Development, Big Data","Big Data Developer - Java/Hive/MapReduce (4-10 yrs)Required Skills : Hive, Java, data p..."
97,Big Data Engineer,Devrabbit It Solutions,Hybrid - Hyderabad/Secunderabad,5-9,"Spark, Elastic search will be plus. Scope, nosql, Searching, Scope management, Elastic Search, Big Data, Data",Requirement:Some or all of them are because we believe intelligent people can pick up w...
98,Big Data Engineer,Metlife,Hyderabad/Secunderabad,1-4,"Computer science, Data analysis, Manager Quality Assurance, Data quality, Application development, Asset management, Informatica, Financial services",Building and Implementing data ingestion and curation process developed using Big data ...
99,Big Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-5,"Unix, Performance tuning, Core Java, Linux, RDBMS, MySQL, Shell scripting, PLSQL",Relevant Years of experience in Hadoop-2/3 yrs. Key Skills : Must have Development exp ...
100,Big Data Engineers and Leads,GSPANN,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram",2-8,"orchestration, GCP, SCALA, Workflow, sqoop, Apache, JIRA, big data","Participate in all phases of the software development lifecycle, including requirements..."
101,Sr.Big Data Engineer,Daya Consultancy Services,Hyderabad/Secunderabad,4-7,"PDF, Business analysis, spark, Analytical, SCALA, Programming, Agile methodology, Management",. Must have - . . Atleast 4 to 7 years of relevant experience as Big Data EngineerHands...
102,DW And Big Data Engineer,Anicalls,Hyderabad/Secunderabad,8-10,"Mining, Solution design, Data management, IT strategy, Cloud, Data analytics, Management, Oracle","Cloud Data Analytics (AWS, Oracle, Azure, Snowflake) Hands-on solution design experienc..."
103,"Big Data Engineer (Spark, SparkSQL)",Anicalls,Hyderabad/Secunderabad,5-9,"Core Java, spark, SCALA, flume, Agile, Workflow, Oracle, Teradata","2 to 5 years hands-on Experience on Spark Core, Spark-SQL, Scala-Programming, and Strea..."
104,Big Data Engineer,HyreFox Consultants Pvt Ltd,Hyderabad/Secunderabad,5-10,"spark, SCALA, big data, AWS, Python, data",Expertise with Spark / PySpark Candidate should be hands on with PySpark code and shoul...
105,Big Data Engineer,Danta Technologies,Hyderabad/Secunderabad,7-12,"Computer science, Change management, Shell scripting, SCALA, Agile, Application security, Apache, SSIS",. 1-2 years of work experience on cloud-native and cloud-agnostic Data Lake / Data ware...
106,Big Data Engineer,Spotflock Technologies,Hyderabad/Secunderabad,2-7,"Computer science, jQuery, Front end, Coding, Database design, Machine learning, Javascript, Agile","Bachelor s degree in Computer Science, Computer Engineering or related fieldMinimum of ..."
107,Apache Big Data Cloud Engineer,Anicalls,Hyderabad/Secunderabad,5-10,"Computer science, MS SQL, Data management, RDBMS, spark, Informatica, Cosmos, big data","Bachelors degree in Programming / Systems, Computer Science or equivalent work experien..."
108,Senior Big Data Hadoop Engineer,Anicalls,Hyderabad/Secunderabad,6-8,"Business Analyst, Hadoop, Agile, Mentor, big data, Individual Contributor, Testing, Big Data Hadoop","As an individual contributor, design modules, apply creative problem-solving using tool..."
109,Big Data engineer,Skillety,Hyderabad/Secunderabad,2-5,"Linux, Production support, XML, Configuration management, Data processing, Troubleshooting, Data mining, Apache",Experience with batch and stream processing Minimum of 7 years of data experience - any...
110,Java Engineer (Big Data),Monocept Consulting,"Mumbai, Hyderabad/Secunderabad",4-10,"GCP, J2Ee, big data, AWS, Testing, data, software testing, java","Participates in software development activities such as designing, coding and debugging..."
111,Data Engineer ( Big Data Developer ),Crystal Bi Technologies,"Guwahati, Assam, Trivandrum/ Thiruvananthapuram, Kerala",2-7,"Java, Scala, Hadoop, Spark, Python, PostgreSQL, data engineering, SDLC","A data engineer is responsible for designing, developing, and maintaining the infrastru..."
