,Job_Role,Company,Location,Job Experience,Skills,Job_Description
784,Business Analyst,Taomish India,Bangalore/Bengaluru,3-8,"MS SQL, Product engineering, Architecture, Enterprise applications, Engineering project management, Agile, Manager Technology, Application development","You will work with a global, diverse team and will help to define, build, and validate ..."
785,Business Analyst,Gameskraft Technologies,Bangalore/Bengaluru,1-3,"E-learning, Data analysis, Operations research, ISO 27001, data visualization, Medical insurance, Gaming, Product marketing","stakeholders from product, marketing and Cx teams . Who can apply . * Bachelors degree ..."
786,Business Analyst,Firsthive,Bangalore/Bengaluru,3-5,"Customer management, PDF, Agile scrum, Analytical, Test scenarios, Gap analysis, JPEG, MS Office",Plan and monitor multiple client project deliverables to meet required deadlinesBachelo...
787,Business Analyst,Catenon,"Bengaluru, Bengaluru / Bangalore",3-5,"development, project management, sap, market intelligence, data analysis, mis, data mining, business strategy",Experience in consulting firm or financial institute is a plus. Fluency in English. . ....
788,Business Analyst,ASL Hr Solutions,Bangalore/Bengaluru,6-9,"Solution design, SAP, PDF, Business Analyst, Techno functional, Technical design, Analytical, Debugging","Team player, Has experience working in virtual teams . ."
789,Business Analyst FICO,ASL Hr Solutions,Bangalore/Bengaluru,6-10,"Process analysis, PDF, Business Analyst, Business analysis, Financial accounting, Analytical, Agile, System design",Working on all facets from system design to post go live support preferred CBAP (Certif...
790,Business Analyst,Token Metrics,Bangalore/Bengaluru,1-3,"Root cause analysis, Google Analytics, Excel, Web analytics, Business Analyst, Revenue management, content marketing, Monitoring",4+ years experience in analytics role preferably with a SaaS / Fintech product . . Good...
791,Business Analyst,Dotmappers It,Bengaluru,2-5,"Business process, English, Offshore, Tracking, Analytical, Agile, Scrum, MSC","Gather business requirements, convert the same to Business Requirement Documents (BRD) ..."
792,Associate BA / Business Analyst,izmocars,Bangalore/Bengaluru(4th Phase JP Nagar),3-7,"Developing products, Performing business analysis, Product Analysis, Requirement Analysis, Business Analysis, Competitive Analysis, Analysis, Development","## This position is based in Bangalore, and work from the office #### Candidates from P..."
793,Business Analyst,Diverse Lynx,Bengaluru,1-5,"Excel, Business Analyst, Project leadership, Analytical, Management, Business solutions, Monitoring, project",Create Functional Requirement DocumentusingBusiness Requirement Document andcases from ...
794,TM Business Analyst,J & M Technologies,Bengaluru,1-5,"Automation, Manual testing, HRIS, Business analysis, Project documentation, MIS, Project management, HRD",Client management . Desired Candidate Profile . Education Bachelors or Masters Degree i...
795,MES Business Analyst,Dhruv Compusoft Consultancy,Bangalore/Bengaluru,3-6,"PDF, Business Analyst, Manufacturing process, business analysis, mes, manufacturing, process",Experience with manufacturing process and methodology Experience of 3-6 years as Camsta...
796,Business Analyst,Erasmith Technologies Pvt. Ltd,Bangalore/Bengaluru,3-5,"Business process, PDF, Business analysis, Project management, Analytical, Agile, HTML, Gap analysis",Focus requirements gathering on improved usability user experience and driving user ado...
797,Business Analyst,Covalensedigital,Bangalore/Bengaluru,8-14,"Order management, Bss, Business analysis, Configuration management, Billing, System integration, Presales, Gap analysis","Expertise in Business Analysis and System Analysis skill set in Requirement Gathering, ..."
798,Business Analyst,Newage Software & Solutions,"Chennai, Bangalore/Bengaluru",7-10,"Product management, Process automation, Administration, Product engineering, Consulting, VAS, ITES, Freight forwarding",Domain experience : Experience in Indian and international trade Customs compliance pro...
799,Business Analyst,Sun Technologies,Bangalore/Bengaluru,2-8,"Interpersonal skills, PDF, Web technologies, Business Analyst, Bfsi, Analytical, Agile, Workflow",Bachelor s degree required in related field Four plus years relevant experience. Financ...
800,Business Analyst,Diverse Lynx,Bengaluru,1-5,"remediation, risk compliance, IT risk, Business Analyst, Banking, PLSQL, MS Office, SDLC",Experience in Finance or Banking domain or treasury domain. . . . Good knowledge in MS ...
801,Business Analyst,Diverse Lynx,Bengaluru,1-2,"tableau, Google Analytics, Web analytics, Business Analyst, Analytical, data visualization, Adobe, SQL","Must have - At least 1-2 years of experience in Web analytics, A / B testing, Adobe or ..."
802,Business Analyst,Diverse Lynx,Bangalore/Bengaluru,6-7,"ISO, Agile scrum, Business Analyst, Architecture, Bfsi, Application development, agile, development",Experience in weekly and monthly status reportsExperience: Minimum 6 years of experienc...
803,Business Analyst,Lollypop Design Studio,"Chennai, Bangalore/Bengaluru",3-8,"Product management, Excel, Business Analyst, Business analysis, Time management, Project management, Market intelligence, Agile",Foster a team dynamic that is motivated to improve the customer experience and key perf...
804,Business Analyst,Catenon,Bengaluru,3-5,"Data analysis, SAP, Business Analyst, Project management, Consulting, Market intelligence, Business strategy, Business intelligence",Experience in consulting firm or financial institute is a plus . Fluency in English Hav...
805,Business Analyst,Sun Technologies,Bangalore/Bengaluru,2-5,"Interpersonal skills, PDF, Web technologies, Business Analyst, Bfsi, Analytical, Agile, Workflow",Bachelor s degree required in related field Four plus years relevant experience. Financ...
806,Business Analyst,Aakhyatech Solutions,Bengaluru,5-10,"Technical Architect, Economics, Business Analyst, UML, Financial analytics, Banking, Subject Matter Expert, Vendor",Degrees/ Masters in Finance or MBA in finance At least 5 years experience in either MNC...
807,Business Analyst,S2 Integrators,Bangalore/Bengaluru,3-6,"Publishing, Business Analyst, Analytical, Strategic planning, Business planning, Market research, Operations, Analytics",. Bachelors Degree in appropriate field of study or equivalent work experience . Certif...
808,Business Analyst,HyreFox Consultants Pvt Ltd,Bangalore/Bengaluru,6-12,"Product management, Data analysis, Analytical, Artificial Intelligence, System integration, Machine learning, Scrum, Visio",Solid hands-on functional testing experience including Test Case Development with over ...
809,Business Analyst,Consleague Consulting,Bengaluru,6-8,"System architecture, Change management, Team management, PDF, Business Analyst, Business analysis, Business process re-engineering, Project delivery",MBA degree will be an added advantage . . Certification of Capability in Business Analy...
810,Business Analyst,ABK Software Services Pvt. Ltd.,Bengaluru,5-8,"control and assurance methodologies, project management, Business Analyst, Financial Forecasting, FPA, FP and A, costing, financial planning and analysis",Should manage and coordinate with the product development teamPossess the ability to ga...
811,Business Analyst,NetiApps,Bengaluru,2-5,"development, methods, technical writ, cost benefit analysis, monitormodeloperational, business analysis, cost, benefits",Business analysts typically take the lead role in: Assisting with the business case Pla...
812,Business Analyst,Fluentgrid,"Mumbai, Gulbarga/Kalburagi, Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Lucknow, Bangalore/Bengaluru",6-8,"SQA, Test case preparation, Business Analyst, development testing, UML, Agile, UAT, Gap analysis","Core BA activity including requirement gathering, preparing documentation / SOP, FRD, B..."
813,Business Analyst,Cognisure,"Pune, Bangalore/Bengaluru",2-5,"Analytical skills, Automation, Service level, Quality improvement, Client servicing, Data quality, Scrum, Advanced Excel",The Business Analyst role is critical to the success of Property Casualty (PC) solution...
814,"Business Analyst , SMM , AMM",Chesa Dental Care Services,Bangalore/Bengaluru,5-10,"Supply chain, Business process, Payroll, Automation, SAP, Fixed assets, External audit, Information management","Minimum of a Bachelors degree in Information Management, Business Administration, or a ..."
815,Business Analyst,Gameskraft Technologies,Bangalore/Bengaluru,3-5,"Analytical skills, Root cause analysis, Data analysis, Operations research, Business Analyst, data manipulation, Data analytics, Product marketing","Bachelors degree in Engineering, Operations Research, Maths, or related experience in t..."
816,Business Analyst,Docuvity India Services,Bangalore/Bengaluru,3-8,"Relationship management, Corporate training, Lead generation, ERP, Payment collection, Business Analyst, Software sales, Application software",Good communication (verbal & written) & presentation skills Good relationship managemen...
817,Business Analyst,Dotmappers It,"Bengaluru, Bengaluru / Bangalore",2-5,"onshore, development, process, analytical, documents, tracking, ms office, offshore","Job Description: Gather business requirements, convert the same to Business Requirement..."
818,Business Analyst : BA,C2L BIZ,"Mumbai, Pune",2-5,"Business Analyst, Architects, design, Lead Developers, architecture, business analysis, leadership development, development",Primary (Essential) Technical Skills desired: Skilled in requirement gathering and arti...
819,Business Analyst,Nest Digital,Kochi/Cochin,3-8,"Market analysis, Market study, PDF, Business Analyst, Project management, Manager Technology, Marketing operations, JIRA","B.tech ( EC, CS ), MBA ( Marketing / Operations) Carry out customer analysis, Market an..."
820,Business Analyst,Infomatics,Mumbai,2-10,"Business Analyst, Bfsi, Banking, Cash management, Management, Risk management, Financial services, cash","For starters, imagine working on the needs of leading financial services brands like HD..."
821,Business Analyst,Biz Tecno,Chandigarh,1-4,"Design, Business Analyst, Requirements Gathering, Documentation, Fresher, requirement gathering, requirements, business analysis",Fresher with 0-6 months of ExperienceRequired Skills Experience . Should understand wor...
822,Business Analyst,naaptol,Mumbai,2-6,"Business process, Excel, Business Analyst, Agile, Charts, MS Office, Powerpoint, Business Executive",No. of Openings: Responsibilities: Should have an excellent written andverbal communica...
823,Business Analyst (Travel & Hospitality),Cybage,Pune,6-10,"Hospitality, Web services, Business Analyst, Business analysis, XML, Analytical, Database, Scrum",Experience in Business Analysis- Requirement gathering . . Good understanding of Agile ...
824,Business Analyst,Anand Rathi Insurance Brokers (ARIBL),Mumbai,2-7,"Business Analyst, Competitor analysis, Finance, Financial management, UAT, Scrum, Test cases, Operations",Good in Requirements gathering analyzing . Should have good story / Documents writing s...
825,Business Analyst - DACL,Maruti Suzuki,Gurgaon/Gurugram,1-4,"Web services, management, Project management, Cloud, Database, Operations, Business understanding, Monitoring",Creating Value . Requirement gathering in detail having high level of understanding / a...
826,Business Analyst -BRD documentation,Alp Consulting,Chennai,3-6,"Manual testing, Business Analyst, Business analysis, Agile, Manual, Documentation, Brd, Software testing","Primary Skills - Business analysis, Requirement gathering, BRD documentation, Manual Te..."
827,Business Analyst-Generic,Alp Consulting,Chennai,2-5,"Business Analyst, Conflict management, Agile, UPS, Scrum, Business analysis, Management, Conflict",Assist PO in backlog prioritization team with backlog refinement . Good knowledge and e...
828,Business Analyst,Alp Consulting,Gurgaon/Gurugram,2-7,"Business Analyst, Agile, Management, Business analysis",. 2 years experience of defining business problems . Ability to capture and manage high...
829,Business Analyst,Infibeam Avenues (IAL),"Gandhinagar, Ahmedabad",3-5,"Business Analyst, business analysis",Experience creating detailed reports and giving presentations
830,BUSINESS ANALYST,Sharda University,Greater Noida,2-5,"control and assurance methodologies, project management, FP and A, financial planning and analysis, Budget development, project planning, analysis, project","RESPONSIBILITES ? Collect data on consumers, competitors and market place and consolida..."
831,Business Analyst- HCS,Smith & Nephew,Pune,4-8,"Usage, Process improvement, Analytical, Finance, Account Director, Business law, Healthcare, Customer support","Education: . B Com / M Com / CA Inter / ICWA / ICFAI, with specialization in Finance or..."
832,Business Analyst,Parekh Integrated Services Pvt Ltd,Mumbai,4-6,"Analyst, process, Designing skill, analysis, design skills, business analysis, design",Develop knowledge and expertise on principal companys domain. Analyze business processe...
833,Business Analyst,PubMed Central,Vadodara,4-9,"Business Analyst, UML, Consulting, PMC, IT support, Agile, product life cycle, Mobile applications",Any BA certification will be an advantage Should have knowledge of UML or other tools u...
834,Business Analyst,Canara HSBC OBC Life Insurance,Gurgaon/Gurugram,2-10,"Business process, Operational risk, Consulting, risk consulting, Workflow, Test cases, Business solutions, Stakeholder management","Partner with other areas to optimize efficiency, effectiveness, productivity and contro..."
835,Business Analyst,Cognitech Web Solutions,Kolkata,1-3,"Business Analyst, Technical Expert, Web application, Production, Presales, Technical Staff, Subject Matter Expert, Risk analysis",Mobile Application and Web Application knowledge will be preferred . . . . . . . . Shou...
836,Business Analyst,Sgtc India,Gurgaon/Gurugram,3-5,"Supply chain, Business process, Computer science, Data analysis, Data collection, Strategic planning, Data quality, Business intelligence",Maintain and optimize existing reporting and analytics Responsible for defining KPIs an...
837,Business Analyst,Kubiz Capital,Mumbai,4-6,"Application support, Business Analyst, NBFC, Business analysis, Management systems, Project management, Workflow, Financial services","Experience working with Banks, NBFC or Lending Fintechs a must Work experience with Ind..."
838,Business Analyst - CSAT,Smith & Nephew,Pune,2-4,"Data analysis, Operations research, Performance management, Process improvement, Data processing, Customer support, Customer service, Analytics","Bachelor s / Masters degree in economics, mathematics, computer science / engineering, ..."
839,Business Analyst,Nomura Capital,Mumbai,2-5,"Post production, QA, Business Analyst, Market risk, Manager Technology, UAT, management, quality assurance",. . . . . FRTB Data Layer Requirement Definition and Implementation
840,Business Analyst,Rudra It Networks,"Panchkula, Ahmedabad",1-6,"IT services, Proposal writing, LMS, Consulting, HTML, Outsourcing, Business intelligence, Digital marketing","Responsibilities and Duties . . Should have worked on Upwork, PPH, Freelancer, Guru and..."
841,Business Analyst,Biz Tecno,Chandigarh,2-5,"Data analysis, tableau, query optimization, Excel, Analytical, Windows, QlikView, SQL",Required Skills Experience: . Strong experience in TableauSolving the analytical proble...
842,Hiring for Business Analyst profile,Digital Web Solutions,Kolkata,1-6,"Project estimation, Web technologies, Business Analyst, Technical, HR, Sound, Cost, WHO","Dear Jobseekers, . . We are currently looking for a business analyst for our company wh..."
843,Business Analyst,Seedolabs,Bengaluru,3-8,"ERP, Drupal, PDF, Wordpress, PHP, Technical Lead, E-commerce, Joomla",UG: B Tech / BE - Any Specialization PG: Any Postgraduate - Any Specialization Experien...
844,Business Analytics Analyst,Boundaryless,Pune,3-8,"Automation, SAS, Coding, Project management, Process improvement, Business analytics, Analytical, Social media",The team supports the business in driving high revenues and better customer experience ...
845,Business Analyst,Xiphias Software Technologies,"Bangalore/Bengaluru, Bengaluru / Bangalore",3-5,"closing, cold calling, dealing, prospecting, communications skills, new business, mis, telesales",Job Description: The opening is for a sales and business development position who will ...
846,Business Analyst,Xiphias Software Technologies,"Bangalore/Bengaluru, Bengaluru / Bangalore",5-8,"closing, cold calling, dealing, prospecting, new business, preparing mis, telesales, scheduling",Job Description: The opening is for a sales and business development position who will ...
847,Business Analyst,Catenon,"Bengaluru, Bengaluru / Bangalore",2-7,"spreadsheets, coordinating, valuation, functions, english, excellent communication skills, metrics, analytical skills",Requirements. . iquest Bachelor\s/ Masters degree with a major in accounting or finance...
848,Business Analyst - Mobile Payment Gateway Workflows,TRH Consultancy Services,Bangalore/Bengaluru,12-20,"Transaction processing, Business Analyst, Payment Gateway, ATM Software, payments processing, Payment processing, Processing, Workflow","- Knowledge of Payment gateway workflows for ATM Services like Cash Withdrawal, authent..."
849,Business Analyst// Bangalore,Varite,Bangalore/Bengaluru,2-3,"bid pack, Purchase Order, Project sow, Adhoc report, sales order, Track invoice, Create discount, Quarterly Variance Analysis","Responsible for auditing Project SOWs / ODs, Purchase Orders, Bid Packs, Tier approvals..."
850,Business Analyst,Primo Hiring,"Kolkata, Mumbai, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",2-6,"Business Analysis, planning, leadership, organizational skills, time-management, communication skills, Analysis, Time management","JOB RESPONSIBILITIES :- Evaluating the business operations, anticipating requirements, ..."
851,Business Analyst,Okda Solutions,"Chennai, Bangalore/Bengaluru",3-5,"requirement engineering, requirement gathering, information technology, use cases, process re - engineering, strong analytical skills, business analysis, user stories",Job Description :Requirement for Business Analyst - BFSI Domain - Chennai /Bangalore Lo...
852,Business Analyst (PwD)- Con- BLR,Client Of Sampoorna,Bangalore/Bengaluru,4-7,"RPA, Con, PWD, Business analysis","Candidate Experience Should Be : 4 To 7 Candidate Degree Should Be : BE-Comp / IT, BE-O..."
853,Business Analyst,Wenger & Watson,Remote,3-7,"B2B Marketing, Product Management, business analysis, B2B Sales, US client interaction, Client Management, B2B, B2B Collection","Many. of them come from ML teams at Apple, Microsoft, and Salesforce in the US along wi..."
854,Business Analyst / Consultant,Zonka Technologies Pvt. Ltd.,Gurgaon/Gurugram,4-6,"business analyst, BRD, User Stories, User Cases, FRD, Workflow Diagrams, Scrum, JIRA",Job Role:Understanding Companys business objectives and offeringsAnalyzing customers re...
855,HANA DW Business Analyst/ Consultant / Developer,Anicalls,Chennai,5-8,"SAP, Business Analyst, Architecture, Workflow, business rules, Informatica, Technology solutions, Oracle","Create, design, and format technical specification documentation, including architectur..."
856,Business Analyst,Diverse Lynx,Pune,4-8,"Analytical skills, Telecom, Assurance, eTOM, Business Analyst, Agile methodology, Visio, Stakeholder management",Good understanding in telecom products journeys Good understanding of AGILE methodology...
857,Business Analyst,Diverse Lynx,Thane,1-5,"data cleansing, Analyst, Data migration, Business Analyst, Analytical, Agile, Scrum, Data quality",Business Analyst At least 8 years of experience as a BA and least 5 years of overall an...
858,Business Analyst,Diverse Lynx,Pune,1-5,"Head Business Development, Business Analyst, Networking, UAT, SOW, debit",Business Analyst Job Location- Pan India Exp- 3 Years JD-Business Analysts: Converting ...
859,Business Analyst capital market,Diverse Lynx,Pune,1-5,"Relationship management, Data analysis, Interpersonal skills, equity derivatives, Business Analyst, Fixed income, Swaps, Application development",Mandatory prior experience in Global Markets / Investment Banking knowledge preferably ...
860,Business Analyst - Spry Health,Neemtree Internet,Pune,2-8,"Data analysis, Excel, Business Analyst, Project management, MIS, Strategic planning, Business intelligence, Analytics",Should be able to write SQL QueriesGood verbal and written communication skills 2+ year...
861,Business Analyst / Business Consultant,Electromech Infraprojects,Mumbai,2-5,"Administration, Business Analyst, Business analysis, MIS, Project management, SAT, MEP, cxo",The individual should have great interpersonal skills and should be able to work on tig...
862,Business analyst,Diverse Lynx,Pune,10-12,"IT Skills, Tableau, Power BI, SAS, Business Analyst, Spotfire",Experience in working with marketing team in getting requirements translate to develope...
863,Business Analyst,Evita Softech Pvt Ltd,"Vasai, Maharashtra, Virar, Maharashtra, Palghar, Maharashtra, Mumbai (All Areas)(Virar +1)",2-4,"Business Strategy, Business Planning, Business Consulting, Business Analytics, Consulting, Business analysis, Analytics, Planning",Manage multiple projects/tasks and understand unique features Vendors and development t...
864,Business Resiliency Analyst,Accenture,Bangalore/Bengaluru,2-5,"Crisis management, iness continuity planning, Marketing communication, Business Analysis, External audit, ITES, internal audits, Internal audit",Graduate Provides input or guidance to the business projects / functions to maintain al...
865,Business Analyst,Amrutha Business Solutions,"Chennai, Tamil Nadu(MRC Nagar)",5-10,"Alteryx, Business Analysis, R, PMO, New opportunities, Business Analytics, Retail Analytics, Business Development","5+ years of relevant experience Ability to retrieve, analyze & manipulate large dataset..."
866,Business Analyst,TALENT BRIDGE,"Indore, Madhya Pradesh",4-9,"Business Analytics, Business Analysis, Cross Functional Coordination, Business Requirement Analysis, Waterfall, UAT, agile, System Integration","Analyst: 3-5 yrs - 2 Sr. Analyst: 5-12yrs -1 Analyzing business processes, identifying ..."
867,Business Analyst,Tyro Ventures,"Mumbai, Mumbai (All Areas)",5-10,"Requirement Analysis, Use Cases, Business Analytics, Requirement Gathering, Business Analysis, Analysis, Analytics, Usage",We are looking for Business Analyst for a well-known company in Mumbai Thane. • Perform...
868,Business Analyst,Being Fit,"Vasai, Maharashtra, Virar, Maharashtra, Palghar, Maharashtra, Mumbai (All Areas)(Virar +1)",2-4,"Business Strategy, Business Planning, Business Consulting, Business Analytics, Planning, Consulting, Business analysis, Analytics",Manage multiple projects/tasks and understand unique features Vendors and development t...
869,Business Analyst,Data Capture Experts,Remote,2-5,"software development cycle, jira, Software Development, modeling, business requirements, Conferences, Power Bi, Development","In this role, you will act as a liaison between the development team and project stakeh..."
870,Business Analyst,Data Infovision,"Panipat, Rewari, Chandigarh, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar",2-5,"E-learning, Email, Business analysis, Human Resource Development, Internet research, Social networking, Business planning, Outsourcing","Key Skills: Business analysis, business planning, system analysis RolesResposibilities:..."
871,Business Analyst,Datalynx,Surat,2-10,"Data analysis, Excel, Chemical, Business Analyst, Mechanical, power bi, Data analytics, analysis",Preparing excel / Power BI based solutions as per the requirement of companyCandidate m...
872,Business Analyst,Data Peace,Gurgaon,2-5,"Business Analyst, Intern, Technical writing, technical, writing, business analysis","Business Analyst (Intern) Written and verbal communication, including technical writing..."
873,Business Analyst (Post Sale | Project Lead),G Digital Media Solutions,Jaipur,2-5,"Publishing, Literature, Business Analyst, Customer satisfaction, Management, Project delivery, Testing, project","Preparation of user manuals, installation qualification, and functional requirement spe..."
874,Business Analyst,DCS,Ahmedabad,2-7,"development, project management, making, use cases, added, methods, analyst, communicating","Exposure to making proposals and communicating deals, Translating business requirement ..."
875,Business Analyst @ Bhopal,Ascent Human Solutions,"Bhopal, Madhya Pradesh",4-8,"Business Analysis, Business Intelligence, Business Analyst, Business Analytics, Power BI, Data Analysis, Data Visualization, Tableau","Create data dashboards, graphs & visualizations, Daily tracking of Business, tracking o..."
876,Business Analyst,Trehan International Consultants & Engineers,"New Delhi, Delhi(Raja garden)",1-4,"Business Analytics, Business Analysis, Data Research, Business Planning, Business Consulting, Research Analysis, Requirement Analysis, Consulting","Proven experience as a Business Analyst or similar role, preferably in a strategic supp..."
877,Business Analyst,Prominent Consultant,"Vadodara/ Baroda, Gujarat",15-20,"Business Analyst, Business Strategy, Business Analytics, Strategic Planning, Business analysis, Analytics, Planning",Candidate will be responsible for conducting/developing detailed business analysis in r...
878,Business Analyst,JMD Consultant,"Jaipur, RAJASTHAN , vaishali nagar jaipur",1-4,"Business Analytics, Business Analysis, Business Consulting, Zoho Crm, Salesforce, Business Case Preparation, Zoho Creator, USE","Bachelor s Degree in Software Development, Computer Engineering / Sciences, Project Man..."
879,Business Analyst,Avian Hr Consultancy,"Gurgaon/ Gurugram, Haryana",4-9,"MIS Reporting, Business Analysis, Report Generation, Business Analytics, Cost Benefit Analysis, Requirement Analysis, Reporting, Requirements",Understanding textiles industry Language proficiency preferredDesired Skills and Experi...
880,Business Analyst,Luxsh solution pvt ltd,"Vadodara/ Baroda, Gujarat",2-5,"FRD, Gap Analysis, Brd, Srs, User Stories, Wireframe, Gap, Business analysis",Roles and Responsibilities :Preparing a Feasibility Document highlighting the Project a...
881,Business Analyst,Blazedream Technologies,Chennai,4-5,"Business analysis, Consulting, Agile, Test scenarios, Workflow, Scrum, microsoft, JIRA",IT Business Analysis who should have experience in Agile and Waterfall Model and Method...
882,Business Analyst,Icanio Technologies,Mumbai,2-11,"User research, IT Business Analyst, Financial markets, Business Analyst, financial products, Finance, Back office, Application development",Equipped with at least 2 years of experience in Capital Markets as a Business Analyst ....
883,Business Analyst (Night Shift),Codiant,Indore,3-7,"business analysis, data processing, flow diagrams, project planning, Analysis, Processing, Data, Planning","Provide availability to the team to clarify requirements, perform desk checks and guida..."
884,Business Analyst,Dimension Data,Remote,2-5,"Retail, Business Analyst, Business analysis, Focus, Software development life cycle, Senior Business Analyst, Deployment, Information technology",Degree / Diploma in Information Technology . Business Analysis certification at Advance...
885,Business Analyst | Office Services,Colliers,Mumbai,1-5,"Business administration, Interpersonal skills, Excel, Financial analysis, Analytical, Leasing, Market research, Senior Business Analyst",Excellent command in Microsoft Excel and advanced PowerPoint skills . . Good analytical...
886,Business Analyst,NOA Infosolutions Llp,Kochi/Cochin,3-8,"Business Analyst, Business analysis, Technical writing, Project management, Analytical, Project planning, Budgeting, Management",Excellent documentation skills. Desired Candidate Profile: BTech / B E / BCA/BBA / MBA ...
887,Business Analyst - Media IG,Ignitho,Chennai,3-8,"Sales, Business Analyst, Agile, UAT, Application development, Data analytics, Management, Stakeholder management",Candidate must have 3+ yrsof experience as Business Analyst . Must have media industry ...
888,Business Analyst,Hellowork Technologies,"Mumbai, Navi Mumbai",4-9,"Mining, Linux, Business Analyst, Technical writing, MySQL, Shell scripting, Telecommunication, Computer application",Must have the ability to write complex My SQL queries. . . . Strong My SQL skills with ...
889,Business Analyst,Mobibiz,Gurgaon/Gurugram,1-4,"Business process, Health insurance, Content management, Business Analyst, Business analysis, Management systems, Manager Technology, Technical architecture",Able to actively manage and prioritize multiple activities at the same time. Must have ...
890,Business Analyst,MNR Solutions,Remote,2-7,"Loop, Administration, C, Business Analyst, ISO, People management skills, Billing, UAT",Strong P&C Experience Strong Client facing experience and negotiations skills
891,Business Analyst,Alpha Plus Technologies,Mumbai (All Areas),2-4,"Project Management, Software Implementation, Business analysis, Software, Management, Project",. BSc (IT) / BE / MCA / MBA or other Technical Graduates / Post-Graduates withPrepare p...
892,Business Analyst,RemEMR,"Chennai, Tamil Nadu(OMR)",4-6,"analytical, Data Analysis, sql, emr, Testing Methodologies, Business analysis, Analysis, Data","Key Responsibilities: . Analyzing business requirements and user needs, documenting req..."
893,BUSINESS ANALYST,Vivirooms Ecomm,Gurgaon/Gurugram,4-6,"Resource utilization, Time management, Analytical, Microsoft applications, Artificial Intelligence, E-commerce, power bi, Customer service","Bachelors degree in business or related field, or an MBA Proficient in MS Excel and SQL..."
894,Business Analyst/Project Manager,Talentleads,Mumbai,10-15,"Business process, Test strategy, GCP, NBFC, Leasing, Gap analysis, User acceptance testing, Project handling","Prepare detailed requirement specifications documents, user stories and manage the requ..."
895,Business Analyst,Finxera,Chandigarh,5-10,"product management, software development, Business Analyst, lean, Project Methodologies, Agile, agile development, business process analysis","Post-Graduation MBA will be an added advantage. . - Strong product management, business..."
896,Business Analyst,Finxera,Chandigarh,4-8,"Business Analysis, Product Management, Project Management, ACH, Agile, agile methodologies, Scrum, software engineering",The ideal candidate shall have between 3-7years of experience and a rock-solid backgrou...
897,BUSINESS ANALYST - PRICING,Carrier,Gurgaon/Gurugram,2-3,"Change management, Interpersonal skills, Excel, Sales, Business Analyst, Diversity and Inclusion, Finance, Employee engagement",Suggest changes to pricing structure and approach as required to optimize sales and pro...
898,Business Analyst,Sun Data Tech,Coimbatore,2-5,"Excel, Business Analyst, Reconciliation, Billing, Cost reduction, Financial management, Management, Business analysis",Bachelor s Degree /Diploma . . . U.S client Direct working /Interaction experience is p...
899,Business Analyst,Apptunix,Mohali,1-3,"Analytical skills, Proposal writing, Project analysis, Web technologies, SOW, Web designing, Manager Quality Control, Project handling",The candidate should be responsible for overall project analysis from initiation throug...
900,Business Analyst,Rapidops,Ahmedabad,4-9,"business analyst, brd, Srs, Requirement Gathering, User Stories, agile, Usage, Business analysis","Well versed with Agile, Lean and Continuous Delivery methodologies Preferred candidate ..."
901,Business Analyst,Ans Digital,"Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana",1-3,"Process Excellence, Project Management, Business analysis, Project, Excellence, Process, Management",tech / BCA in Computer engineer Should be familiar with HTML Should be Familiar with AG...
902,Business Analyst,RIA Advisory,"Pune, Trivandrum/Thiruvananthapuram",7-12,"Business process, Managed services, Analytical, Social media, Billing, Strategic planning, Healthcare, Business advisory","Able to analyze, classify, and schedule the new requirement based on the priorities Sho..."
903,Business Analyst,Teckzy Research Analytics It Solution,Chennai,1-4,"Business Analyst, Business analysis","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
904,Business Analyst,Zed Axis,Gurgaon/Gurugram,2-4,"Business Analyst, Business management, HR, System development, Management, Business analysis, Development, System","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
905,Business Analyst,Daresm Consulting Services,Chennai,2-7,"Statistical modeling, SAS, Business Analyst, Analytical, Analytics, Modeling, Business analysis, Statistics","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
906,Business Analyst,Vegazva,Gurgaon/Gurugram,2-5,"Business Analyst, MIS, report geenration, Reporting, Business analysis","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
907,Business Analyst Cum Project Coordinator,Alliance Recruitment Agency,Ahmedabad,1-3,"Proposal writing, Solution design, Project Coordinator, Sales, Business Analyst, Technical Expert, Manager Technology, Proposal preparation","Possess a proven track record of accomplishments in the areas of Requirement Scoping, F..."
908,Business Analyst - Airline Domain,Accelya,"Pune, Maharashtra(Kalyani Nagar)",4-9,"XML, PLSQL, Business analysis, Airlines, DNS","As a Business analyst, you will be using a more focused set of techniques or methodolog..."
909,Business Analyst,Xogene,Remote,1-3,"Project tracking, Excel, Time management, Analytical, Pharma, Agile, Manager Technology, Clinical research",Qualifications and Experience Undergraduate degree in S.T.E.M. or Masters degree a plus...
910,Business Analyst,ERGO Technology & Services,Mumbai (All Areas),1-5,"Business Analysis, business analyst, Requirement Analysis, Analysis, Requirements",ERGO Technologies and Services IndiaERGO Technology & Services India (ET&S India) is th...
